O*NET-SOC Code;Title;Example;Commodity Code;Commodity Title
17-3021.00;Aerospace Engineering and Operations Technicians;Theodolites;41114204;Theodolites
17-3021.00;Aerospace Engineering and Operations Technicians;Thermocouples;41112206;Thermocouples
17-3021.00;Aerospace Engineering and Operations Technicians;Thickness gauges;41111623;Thickness measuring devices
17-3021.00;Aerospace Engineering and Operations Technicians;Thread gauges;41111607;Thread counters or gauges
17-3021.00;Aerospace Engineering and Operations Technicians;Torque wrenches;27111715;Torque wrenches
17-3021.00;Aerospace Engineering and Operations Technicians;Torx drivers;27111716;Torx keys
17-3021.00;Aerospace Engineering and Operations Technicians;Tri-squares;27111803;Squares
17-3021.00;Aerospace Engineering and Operations Technicians;Twist drills;23242104;Form tools or toolbits
17-3021.00;Aerospace Engineering and Operations Technicians;Ultrasonic inspection equipment;41111804;Ultrasonic examination equipment
17-3021.00;Aerospace Engineering and Operations Technicians;V blocks;41111618;Gage block set
17-3021.00;Aerospace Engineering and Operations Technicians;Vernier calipers;41111621;Calipers
17-3021.00;Aerospace Engineering and Operations Technicians;Vertical turret lathes VTL;23242305;Turret lathe
17-3021.00;Aerospace Engineering and Operations Technicians;Vibration tables;41114624;Vibration testers
17-3021.00;Aerospace Engineering and Operations Technicians;Vibration testers;41114624;Vibration testers
17-3021.00;Aerospace Engineering and Operations Technicians;Vibration transducers;41114624;Vibration testers
17-3021.00;Aerospace Engineering and Operations Technicians;Vixen files;27111934;Flat taper file
17-3021.00;Aerospace Engineering and Operations Technicians;Voltmeters;41113637;Voltage or current meters
17-3021.00;Aerospace Engineering and Operations Technicians;Welding torches;23271821;Welder torch
17-3021.00;Aerospace Engineering and Operations Technicians;Wire crimpers;27111518;Wire lug crimping tool
17-3021.00;Aerospace Engineering and Operations Technicians;X ray inspection equipment;41111808;X ray radiography examination equipment
17-3022.00;Civil Engineering Technicians;Analytical balances;41111517;Analytical balances
17-3022.00;Civil Engineering Technicians;Blueprint machines;43212114;Digital image printers
17-3022.00;Civil Engineering Technicians;Brickmasons' trowels;27112201;Trowels
17-3022.00;Civil Engineering Technicians;Bucket augers;27111509;Augers
17-3022.00;Civil Engineering Technicians;Compression testing machines;41114602;Compression testers
17-3022.00;Civil Engineering Technicians;Computer scanners;43211711;Scanners
17-3022.00;Civil Engineering Technicians;Dessicators;41102426;Heating or drying equipment or accessories
17-3022.00;Civil Engineering Technicians;Dilatometers;41113033;Volumeters
17-3022.00;Civil Engineering Technicians;Dropping pipettes;41121513;Dropping pipettes
17-3022.00;Civil Engineering Technicians;Drying ovens;41104510;Drying cabinets or ovens
17-3022.00;Civil Engineering Technicians;Engineers' transits;41114204;Theodolites
17-3022.00;Civil Engineering Technicians;Evaporating dishes;41121812;Laboratory dishes
17-3022.00;Civil Engineering Technicians;Field data collectors;43211715;Portable data input terminals
17-3022.00;Civil Engineering Technicians;Filter papers;40161803;Filter papers
17-3022.00;Civil Engineering Technicians;Glass beakers;41121803;Laboratory beakers
17-3022.00;Civil Engineering Technicians;Glass burets;41121808;Laboratory burets
17-3022.00;Civil Engineering Technicians;Global positioning system GPS receivers;52161518;Global positioning system GPS receiver
17-3022.00;Civil Engineering Technicians;Graduated glass cylinders;41121805;Laboratory graduated cylinders
17-3022.00;Civil Engineering Technicians;Hand augers;27111509;Augers
17-3022.00;Civil Engineering Technicians;Hand-operated boring machines;20111601;Boring or sinking machinery
17-3022.00;Civil Engineering Technicians;Handheld digital thermometers;41112213;Handheld thermometer
17-3022.00;Civil Engineering Technicians;Hydrometers;41113024;Hydrometers
17-3022.00;Civil Engineering Technicians;Inclinometers;41114504;Pitch measuring instruments
17-3022.00;Civil Engineering Technicians;Kneading compactors;22101604;Vibratory plates
17-3022.00;Civil Engineering Technicians;Laboratory balances;41111502;Laboratory balances
17-3022.00;Civil Engineering Technicians;Laboratory bulb syringes;41122004;Sampling syringes
17-3022.00;Civil Engineering Technicians;Laboratory mechanical convection ovens;41104501;Laboratory mechanical convection ovens
17-3022.00;Civil Engineering Technicians;Laboratory test sieves;41105003;Test sieves
17-3022.00;Civil Engineering Technicians;Laboratory vials;41121806;Laboratory vials
17-3022.00;Civil Engineering Technicians;Load cells;41112108;Loadcells
17-3022.00;Civil Engineering Technicians;Machetes;27112001;Machetes
17-3022.00;Civil Engineering Technicians;Magnetic stirrers;41103806;Magnetic stirrers
17-3022.00;Civil Engineering Technicians;Measuring tapes;27111801;Tape measures
17-3022.00;Civil Engineering Technicians;Mechanical sieve shakers;41103811;Orbital shakers
17-3022.00;Civil Engineering Technicians;Metal cones;41114603;Concrete or cement testing instruments
17-3022.00;Civil Engineering Technicians;Nuclear densometers;41103303;Densitometers
17-3022.00;Civil Engineering Technicians;Paving sample splitters;41114603;Concrete or cement testing instruments
17-3022.00;Civil Engineering Technicians;Personal computers;43211508;Personal computers
17-3022.00;Civil Engineering Technicians;pH testers;41115603;pH meters
17-3022.00;Civil Engineering Technicians;Picks;27111605;Picks
17-3022.00;Civil Engineering Technicians;Plotters;43212107;Plotter printers
17-3022.00;Civil Engineering Technicians;Pocket penetrometers;41113904;Penetrometers
17-3022.00;Civil Engineering Technicians;Precipitation gauges;41114403;Precipitation or evaporation recorders
17-3022.00;Civil Engineering Technicians;Precision levels;27111802;Levels
17-3022.00;Civil Engineering Technicians;Pycnometers;41103316;Pycnometers
17-3022.00;Civil Engineering Technicians;Rotary rock drills;20102102;Hydraulic rock drills
17-3022.00;Civil Engineering Technicians;Rubber mallets;27111617;Rubber mallet
17-3022.00;Civil Engineering Technicians;Safety glasses;46181802;Safety glasses
17-3022.00;Civil Engineering Technicians;Safety gloves;46181504;Protective gloves
17-3022.00;Civil Engineering Technicians;Seismographs;41114106;Seismic recorders or seismographs
17-3022.00;Civil Engineering Technicians;Sledgehammers;27111615;Sledge hammer
17-3022.00;Civil Engineering Technicians;Slump cones;41114603;Concrete or cement testing instruments
17-3022.00;Civil Engineering Technicians;Small-gauge surface drilling rigs;20122820;Land drilling rigs
17-3022.00;Civil Engineering Technicians;Soil augers;41113909;Soil core sampling apparatus
17-3022.00;Civil Engineering Technicians;Soil density testers;41113905;Permeability testing apparatus
17-3022.00;Civil Engineering Technicians;Soil moisture meters;41112304;Moisture meters
17-3022.00;Civil Engineering Technicians;Soil resistivity test kits;41113910;Soil testing kits
17-3022.00;Civil Engineering Technicians;Soil sampling tubes;41113909;Soil core sampling apparatus
17-3022.00;Civil Engineering Technicians;Soil testing kits;41113910;Soil testing kits
17-3022.00;Civil Engineering Technicians;Split spoon samplers;41113909;Soil core sampling apparatus
17-3022.00;Civil Engineering Technicians;Stabilometers;41114603;Concrete or cement testing instruments
17-3022.00;Civil Engineering Technicians;Straightedges;27111807;Straight edges
17-3022.00;Civil Engineering Technicians;Strain gauges;41111605;Strain gauges
17-3022.00;Civil Engineering Technicians;Stream flow gauges;41114301;Open stream current meters
17-3022.00;Civil Engineering Technicians;Surveying rods;41114202;Measuring rods
17-3022.00;Civil Engineering Technicians;Tamping rods;22101507;Tampers
17-3022.00;Civil Engineering Technicians;Theodolites;41114204;Theodolites
17-3022.00;Civil Engineering Technicians;Thin-walled Shelby tubes;41113909;Soil core sampling apparatus
17-3022.00;Civil Engineering Technicians;Torvanes;41114619;Shear strength testers
17-3022.00;Civil Engineering Technicians;Total stations;41114204;Theodolites
17-3022.00;Civil Engineering Technicians;Transit levels;41111938;Level sensors or transmitters
17-3022.00;Civil Engineering Technicians;Two way radios;43191510;Two way radios
17-3022.00;Civil Engineering Technicians;Vibration monitors;41114624;Vibration testers
17-3022.00;Civil Engineering Technicians;Water samplers;41104007;Water samplers
17-3022.00;Civil Engineering Technicians;Wide-mouthed funnels;41121809;Laboratory funnels
17-3023.01;Electronics Engineering Technicians;Adjustable widemouth pliers;27112107;Adjustable widemouth pliers
17-3023.01;Electronics Engineering Technicians;Adjustable wrenches;27111707;Adjustable wrenches
17-3023.01;Electronics Engineering Technicians;Ammeters;41113601;Ammeters
17-3023.01;Electronics Engineering Technicians;Anti-static heel grounders;46182102;Heel grounding straps
17-3023.01;Electronics Engineering Technicians;Bench lathes;23242304;Tracer or duplicating or contouring lathe
17-3023.01;Electronics Engineering Technicians;Binocular light compound microscopes;41111709;Binocular light compound microscopes
17-3023.01;Electronics Engineering Technicians;Brushless direct current DC motors;26101209;Brushless motor DC
17-3023.01;Electronics Engineering Technicians;Computerized numerical control CNC machining centers;23101513;Milling machines
17-3023.01;Electronics Engineering Technicians;Current probes;41111905;Electronic measuring probes
17-3023.01;Electronics Engineering Technicians;Dataloggers;43211715;Portable data input terminals
17-3023.01;Electronics Engineering Technicians;Desktop computers;43211507;Desktop computers
17-3023.01;Electronics Engineering Technicians;Digital cameras;45121504;Digital cameras
17-3023.01;Electronics Engineering Technicians;Digital plotters;43212107;Plotter printers
17-3023.01;Electronics Engineering Technicians;Digital voltmeters DVM;41113637;Voltage or current meters
17-3023.01;Electronics Engineering Technicians;Dual power supplies;26111611;Auxiliary generator
17-3023.01;Electronics Engineering Technicians;Dynamometers;41114501;Dynamometers
17-3023.01;Electronics Engineering Technicians;Frequency counters;41115304;Frequency counters or timer or dividers
17-3023.01;Electronics Engineering Technicians;Function generators;41115320;Signal generators
17-3023.01;Electronics Engineering Technicians;Impedance meters;41113621;Impedance meters
17-3023.01;Electronics Engineering Technicians;Laser printers;43212105;Laser printers
17-3023.01;Electronics Engineering Technicians;Logic analyzers;41113704;Integrated circuit testers
17-3023.01;Electronics Engineering Technicians;Magnetic pickup tools;27112109;Magnetic tools
17-3023.01;Electronics Engineering Technicians;Microprocessors;32101626;Microprocessors
17-3023.01;Electronics Engineering Technicians;Multimeters;41113630;Multimeters
17-3023.01;Electronics Engineering Technicians;Nanosecond universal counters;41111902;Electronic counters
17-3023.01;Electronics Engineering Technicians;Notebook computers;43211503;Notebook computers
17-3023.01;Electronics Engineering Technicians;Ohmmeters;41113631;Ohmmeters
17-3023.01;Electronics Engineering Technicians;Oscilloscopes;41113638;Oscilloscopes
17-3023.01;Electronics Engineering Technicians;Personal computers;43211508;Personal computers
17-3023.01;Electronics Engineering Technicians;Phase shift indicators;41113602;Phasemeters
17-3023.01;Electronics Engineering Technicians;Phase shifters;32101524;Phase shifters
17-3023.01;Electronics Engineering Technicians;Potentiometers;41113633;Potentiometers
17-3023.01;Electronics Engineering Technicians;Power drills;27112703;Power drills
17-3023.01;Electronics Engineering Technicians;Power meters;41113708;Power meters
17-3023.01;Electronics Engineering Technicians;Power screwdrivers;27112710;Power screwguns
17-3023.01;Electronics Engineering Technicians;Programmable logic controllers PLC;32101628;Microcontrollers
17-3023.01;Electronics Engineering Technicians;Q meters;41113634;Q Meters
17-3023.01;Electronics Engineering Technicians;Screwdrivers;27111701;Screwdrivers
17-3023.01;Electronics Engineering Technicians;Signal measuring equipment;41113630;Multimeters
17-3023.01;Electronics Engineering Technicians;Soldering equipment;23271603;Soldering iron
17-3023.01;Electronics Engineering Technicians;Soldering stations;23271607;Automatic soldering machine
17-3023.01;Electronics Engineering Technicians;Spectrum analyzers;41115303;Frequency analyzers
17-3023.01;Electronics Engineering Technicians;Stroboscopes;41111921;Speed sensors
17-3023.01;Electronics Engineering Technicians;Tachometers;41112802;Tachometers
17-3023.01;Electronics Engineering Technicians;Transformers;39121003;Instrument transformers
17-3023.01;Electronics Engineering Technicians;Voltage probes;41111905;Electronic measuring probes
17-3023.01;Electronics Engineering Technicians;Voltage testers;41113637;Voltage or current meters
17-3023.01;Electronics Engineering Technicians;Wattmeters;41113640;Wattmeters
17-3023.01;Electronics Engineering Technicians;Welding goggles;46181804;Goggles
17-3023.01;Electronics Engineering Technicians;Welding hoods;46181703;Welding masks
17-3023.01;Electronics Engineering Technicians;Wire crimpers;27111518;Wire lug crimping tool
